Carat.Size,Color,Clarity,Depth,Table,Cut,Report,Price,Log.Price,Table.Depth,Table.Depth.1,Test
0.64,E,IF,60.5,57,Excellent,GIA,3006,8.00836557,-3.5,0.94214876,0
0.64,E,IF,61.4,57,Excellent,GIA,3006,8.00836557,-4.4,0.92833876,0
0.7,E,VS1,61.9,58,Very Good,GIA,3006,8.00836557,-3.9,0.93699515,2
1.01,K,VS2,62.1,58,Excellent,GIA,3006,8.00836557,-4.1,0.93397746,2
0.72,F,VS1,63.8,58,Very Good,GIA,3006,8.00836557,-5.8,0.90909091,0
0.71,E,VS2,62,61,Very Good,GIA,3007,8.00869818,-1,0.98387097,2
0.71,G,VVS1,60.5,59,Excellent,GIA,3007,8.00869818,-1.5,0.97520661,0
0.77,E,SI1,61.5,55,Very Good,GIA,3007,8.00869818,-6.5,0.89430894,1
0.71,H,VVS1,61.7,58,Excellent,GIA,3007,8.00869818,-3.7,0.94003241,1
0.9,H,SI2,61,60,Excellent,GIA,3007,8.00869818,-1,0.98360656,0
0.81,H,VVS2,61.7,58,Very Good,GIA,3007,8.00869818,-3.7,0.94003241,0
0.76,H,VVS1,60.5,59,Excellent,GIA,3161,8.05864371,-1.5,0.97520661,2
0.57,E,VVS1,59.8,59,Excellent,GIA,3161,8.05864371,-0.8,0.98662207,0
1,I,SI2,62.2,56,Excellent,GIA,3161,8.05864371,-6.2,0.90032154,0
1.01,J,SI2,60.2,61,Very Good,GIA,3162,8.05896002,0.8,1.01328904,0
0.67,E,VVS1,61.6,57,Ideal,GIA,3162,8.05896002,-4.6,0.92532468,0
0.67,E,VVS1,62.2,57,Excellent,GIA,3162,8.05896002,-5.2,0.91639871,2
0.9,I,VS2,62,56,Excellent,GIA,3162,8.05896002,-6,0.90322581,0
0.71,G,VVS2,61.6,60,Very Good,GIA,3163,8.05927622,-1.6,0.97402597,1
0.9,H,SI2,61.6,59,Very Good,GIA,3164,8.05959233,-2.6,0.95779221,0
0.9,H,SI2,62.8,54,Very Good,GIA,3164,8.05959233,-8.8,0.85987261,1
0.65,D,VVS2,62.7,56,Excellent,GIA,3164,8.05959233,-6.7,0.89314195,0
0.9,H,SI1,63.3,57,Very Good,GIA,3164,8.05959233,-6.3,0.90047393,0
0.94,E,SI2,62.1,60,Very Good,GIA,3164,8.05959233,-2.1,0.96618357,1
0.8,I,VVS2,61.8,59,Excellent,GIA,3165,8.05990833,-2.8,0.95469256,0
0.72,D,VS2,62.5,57,Excellent,GIA,3165,8.05990833,-5.5,0.912,0
0.91,E,SI2,61.3,55,Very Good,GIA,3165,8.05990833,-6.3,0.89722675,1
0.73,H,VVS1,62.6,56,Excellent,GIA,3165,8.05990833,-6.6,0.89456869,0
0.9,I,SI1,60.9,56,Excellent,GIA,3166,8.06022424,-4.9,0.91954023,2
0.54,D,IF,61.5,56,Excellent,GIA,3166,8.06022424,-5.5,0.91056911,0
0.81,E,SI1,60.1,59,Excellent,GIA,3167,8.06054005,-1.1,0.98169717,2
0.71,G,VVS1,62,55,Excellent,AGS,3167,8.06054005,-7,0.88709677,0
0.72,F,VVS2,61.3,65,Good,GIA,3168,8.06085575,3.7,1.06035889,0
0.75,D,VS2,60,64,Good,GIA,3168,8.06085575,4,1.06666667,0
0.9,K,VS2,60.7,58,Good,GIA,3168,8.06085575,-2.7,0.95551895,0
0.8,F,SI1,62,58,Excellent,GIA,3168,8.06085575,-4,0.93548387,2
0.76,H,VVS1,60.5,59,Excellent,GIA,3161,8.05864371,-1.5,0.97520661,0
0.57,E,VVS1,59.8,59,Excellent,GIA,3161,8.05864371,-0.8,0.98662207,0
1,I,SI2,62.2,56,Excellent,GIA,3161,8.05864371,-6.2,0.90032154,0
1.01,J,SI2,60.2,61,Very Good,GIA,3162,8.05896002,0.8,1.01328904,0
0.67,E,VVS1,61.6,57,Ideal,GIA,3162,8.05896002,-4.6,0.92532468,0
0.67,E,VVS1,62.2,57,Excellent,GIA,3162,8.05896002,-5.2,0.91639871,1
0.9,I,VS2,62,56,Excellent,GIA,3162,8.05896002,-6,0.90322581,0
0.71,G,VVS2,61.6,60,Very Good,GIA,3163,8.05927622,-1.6,0.97402597,1
0.9,H,SI2,61.6,59,Very Good,GIA,3164,8.05959233,-2.6,0.95779221,2
0.9,H,SI2,62.8,54,Very Good,GIA,3164,8.05959233,-8.8,0.85987261,0
0.65,D,VVS2,62.7,56,Excellent,GIA,3164,8.05959233,-6.7,0.89314195,1
0.9,H,SI1,63.3,57,Very Good,GIA,3164,8.05959233,-6.3,0.90047393,0
0.94,E,SI2,62.1,60,Very Good,GIA,3164,8.05959233,-2.1,0.96618357,0
0.8,I,VVS2,61.8,59,Excellent,GIA,3165,8.05990833,-2.8,0.95469256,1
0.72,D,VS2,62.5,57,Excellent,GIA,3165,8.05990833,-5.5,0.912,0
0.91,E,SI2,61.3,55,Very Good,GIA,3165,8.05990833,-6.3,0.89722675,0
0.73,H,VVS1,62.6,56,Excellent,GIA,3165,8.05990833,-6.6,0.89456869,2
0.9,I,SI1,60.9,56,Excellent,GIA,3166,8.06022424,-4.9,0.91954023,0
0.54,D,IF,61.5,56,Excellent,GIA,3166,8.06022424,-5.5,0.91056911,2
0.81,E,SI1,60.1,59,Excellent,GIA,3167,8.06054005,-1.1,0.98169717,0
0.71,G,VVS1,62,55,Excellent,AGS,3167,8.06054005,-7,0.88709677,0
0.72,F,VVS2,61.3,65,Good,GIA,3168,8.06085575,3.7,1.06035889,0
0.75,D,VS2,60,64,Good,GIA,3168,8.06085575,4,1.06666667,1
0.9,K,VS2,60.7,58,Good,GIA,3168,8.06085575,-2.7,0.95551895,0
0.8,F,SI1,62,58,Excellent,GIA,3168,8.06085575,-4,0.93548387,0
0.58,E,VVS1,60.3,57,Ideal,GIA,3334,8.11192806,-3.3,0.94527363,0
0.71,E,VVS2,61.1,56,Ideal,GIA,3335,8.11222796,-5.1,0.91653028,2
0.91,I,VS1,61.8,59,Very Good,GIA,3336,8.11252776,-2.8,0.95469256,2
0.76,D,SI1,61.7,58,Excellent,GIA,3337,8.11282748,-3.7,0.94003241,0
0.71,E,VVS2,63.5,57,Very Good,GIA,3337,8.11282748,-6.5,0.8976378,0
0.74,H,VS1,60.1,57,Very Good,GIA,3337,8.11282748,-3.1,0.9484193,1
0.7,E,VVS1,63,59,Very Good,GIA,3337,8.11282748,-4,0.93650794,0
0.91,I,SI1,62.6,57,Excellent,GIA,3338,8.1131271,-5.6,0.91054313,0
0.77,G,VVS2,62.5,55,Excellent,GIA,3339,8.11342664,-7.5,0.88,1
0.71,E,SI1,61.1,60,Excellent,GIA,3339,8.11342664,-1.1,0.98199673,0
0.71,F,VVS2,62.4,58,Very Good,GIA,3339,8.11342664,-4.4,0.92948718,1
0.99,I,SI1,63.4,57,Very Good,GIA,3339,8.11342664,-6.4,0.89905363,0
1.01,K,VS2,63.1,56,Very Good,GIA,3339,8.11342664,-7.1,0.88748019,1
0.74,D,VS2,62.2,57,Excellent,GIA,3341,8.11402544,-5.2,0.91639871,1
1,J,SI1,59.8,57,Good,GIA,3341,8.11402544,-2.8,0.95317726,0
0.81,F,VS2,61.3,57,Excellent,GIA,3341,8.11402544,-4.3,0.92985318,0
0.9,G,SI2,63.7,54,Very Good,GIA,3341,8.11402544,-9.7,0.8477237,0
0.9,J,VVS1,62.2,59,Very Good,GIA,3341,8.11402544,-3.2,0.94855305,0
0.9,G,SI2,61.6,56,Ideal,GIA,3341,8.11402544,-5.6,0.90909091,1
0.78,F,VS1,61.9,54,Excellent,GIA,3342,8.11432471,-7.9,0.8723748,0
0.54,D,IF,62.5,56,Very Good,GIA,3342,8.11432471,-6.5,0.896,0
0.73,F,VVS2,62.9,57,Excellent,GIA,3344,8.11492297,-5.9,0.90620032,0
0.92,I,VS2,60.4,62,Very Good,GIA,3344,8.11492297,1.6,1.02649007,2
0.92,I,VS2,58.1,63,Very Good,GIA,3344,8.11492297,4.9,1.08433735,0
0.7,G,IF,61.6,58,Very Good,GIA,3344,8.11492297,-3.6,0.94155844,0
1.02,K,SI1,63.6,56,Very Good,GIA,3427,8.13944052,-7.6,0.88050314,2
0.7,E,VVS2,59.5,60,Excellent,GIA,3429,8.14002395,0.5,1.00840336,0
0.77,D,VS2,61.3,60,Excellent,GIA,3430,8.14031554,-1.3,0.97879282,1
0.72,F,VVS2,61.9,55,Ideal,GIA,3431,8.14060704,-6.9,0.88852989,1
0.75,G,VVS2,62.5,56,Excellent,GIA,3431,8.14060704,-6.5,0.896,0
0.75,G,VVS2,62.2,57,Excellent,GIA,3431,8.14060704,-5.2,0.91639871,0
0.93,I,SI1,62.7,59,Very Good,GIA,3431,8.14060704,-3.7,0.94098884,2
0.76,E,VS1,60.4,59,Excellent,GIA,3431,8.14060704,-1.4,0.97682119,0
1,J,SI2,63.5,58,Very Good,GIA,3431,8.14060704,-5.5,0.91338583,0
1.04,K,SI1,63.1,55,Very Good,GIA,3432,8.14089846,-8.1,0.87163233,1
0.8,H,VVS1,60.9,58,Excellent,GIA,3432,8.14089846,-2.9,0.95238095,0
1.06,J,SI1,61.4,56,Excellent,GIA,3433,8.14118979,-5.4,0.91205212,0
0.73,F,VVS2,62.5,57,Excellent,GIA,3433,8.14118979,-5.5,0.912,2
0.75,E,VS1,62.3,59,Very Good,GIA,3434,8.14148104,-3.3,0.9470305,0
0.73,E,VS1,61.5,59,Excellent,GIA,3434,8.14148104,-2.5,0.95934959,0
1.02,K,VS2,61.2,59,Excellent,GIA,3435,8.1417722,-2.2,0.96405229,1
0.9,H,SI1,62.2,58,Very Good,GIA,3437,8.14235428,-4.2,0.93247588,2
1.24,K,SI2,61.5,59,Very Good,GIA,3437,8.14235428,-2.5,0.95934959,0
0.72,F,VVS1,63.4,57,Very Good,GIA,3437,8.14235428,-6.4,0.89905363,2
0.72,F,VVS1,61,57,Ideal,GIA,3437,8.14235428,-4,0.93442623,0
0.93,I,VS1,62.6,58,Very Good,GIA,3437,8.14235428,-4.6,0.92651757,0
0.62,D,VVS1,60.1,59,Excellent,GIA,3437,8.14235428,-1.1,0.98169717,0
0.9,H,SI1,62.6,55,Excellent,GIA,3438,8.14264519,-7.6,0.87859425,0
1.01,J,SI2,58.7,59,Very Good,GIA,3440,8.14322675,0.3,1.00511073,1
1.01,J,SI2,60.6,59,Excellent,GIA,3440,8.14322675,-1.6,0.97359736,0
0.9,I,VVS2,61.9,62,Good,GIA,3519,8.16593214,0.1,1.00161551,0
0.9,I,VVS2,59,60,Good,GIA,3519,8.16593214,1,1.01694915,1
0.8,E,VS2,62.7,60,Very Good,GIA,3520,8.16621627,-2.7,0.9569378,1
0.9,E,SI2,62.6,55,Very Good,GIA,3521,8.16650032,-7.6,0.87859425,0
1.04,J,SI1,61.5,60,Very Good,GIA,3521,8.16650032,-1.5,0.97560976,0
0.92,E,SI1,63.7,57,Very Good,GIA,3522,8.16678429,-6.7,0.89481947,1
0.66,E,IF,61.1,58,Excellent,GIA,3523,8.16706818,-3.1,0.9492635,0
0.7,E,VVS2,59.7,62,Very Good,GIA,3523,8.16706818,2.3,1.03852596,0
1.01,H,SI2,64,58,Good,GIA,3523,8.16706818,-6,0.90625,0
0.91,H,SI1,62.1,56,Excellent,GIA,3524,8.16735199,-6.1,0.90177134,2
0.92,F,SI2,63.5,56,Very Good,GIA,3524,8.16735199,-7.5,0.88188976,0
0.83,H,VVS2,61.7,56,Ideal,GIA,3524,8.16735199,-5.7,0.9076175,1
0.72,E,VVS2,62.3,55,Excellent,GIA,3525,8.16763572,-7.3,0.88282504,1
0.72,G,IF,61,57,Excellent,GIA,3525,8.16763572,-4,0.93442623,0
1.01,K,VS2,61.3,57,Ideal,GIA,3525,8.16763572,-4.3,0.92985318,1
0.71,E,VVS2,62.1,59,Very Good,GIA,3525,8.16763572,-3.1,0.95008052,0
0.55,D,IF,61,59,Excellent,GIA,3527,8.16820293,-2,0.96721311,0
0.71,D,VS2,60.7,59,Excellent,GIA,3527,8.16820293,-1.7,0.97199341,0
0.9,J,VVS1,61.8,58,Very Good,GIA,3528,8.16848642,-3.8,0.93851133,0
0.9,H,SI1,61.8,61,Very Good,GIA,3528,8.16848642,-0.8,0.98705502,1
0.9,H,SI1,62.8,58,Very Good,GIA,3528,8.16848642,-4.8,0.92356688,0
0.91,H,SI1,60.3,59,Excellent,GIA,3529,8.16876982,-1.3,0.97844113,0
0.92,G,SI2,61.3,56,Very Good,GIA,3529,8.16876982,-5.3,0.91353997,1
0.9,H,SI1,62.7,57,Excellent,GIA,3529,8.16876982,-5.7,0.90909091,2
0.9,E,SI2,62.6,60,Very Good,GIA,3529,8.16876982,-2.6,0.95846645,0
0.64,E,VVS1,60.3,57,Ideal,GIA,3600,8.18868912,-3.3,0.94527363,0
1.12,K,VS2,60,62,Excellent,GIA,3600,8.18868912,2,1.03333333,1
0.9,D,SI2,61.3,58,Excellent,GIA,3600,8.18868912,-3.3,0.94616639,2
0.96,H,SI1,62.9,56,Very Good,GIA,3601,8.18896686,-6.9,0.89030207,2
1.06,K,SI2,62.5,57,Excellent,GIA,3601,8.18896686,-5.5,0.912,1
1.06,J,SI2,63,59,Very Good,GIA,3601,8.18896686,-4,0.93650794,2
1.01,J,SI1,62,62,Very Good,GIA,3602,8.18924453,0,1,1
0.9,H,VS2,61.7,59,Excellent,GIA,3604,8.18979962,-2.7,0.95623987,2
0.91,I,VS1,61.9,56,Very Good,GIA,3604,8.18979962,-5.9,0.90468498,0
0.9,H,VS2,63.9,60,Good,GIA,3604,8.18979962,-3.9,0.93896714,0
0.65,D,VVS1,60.3,58,Excellent,GIA,3604,8.18979962,-2.3,0.96185738,1
0.9,H,VS1,62.1,59,Very Good,GIA,3604,8.18979962,-3.1,0.95008052,0
0.9,H,VS1,62.8,57,Very Good,GIA,3604,8.18979962,-5.8,0.90764331,1
0.9,H,VS1,62.3,58,Very Good,GIA,3604,8.18979962,-4.3,0.93097913,0
0.9,H,VS2,62.4,59,Good,GIA,3604,8.18979962,-3.4,0.94551282,0
0.9,H,VS2,62.4,59,Good,GIA,3604,8.18979962,-3.4,0.94551282,1
0.9,H,VS2,62.5,58,Very Good,GIA,3604,8.18979962,-4.5,0.928,0
0.9,H,VS2,61.4,61,Very Good,GIA,3604,8.18979962,-0.4,0.99348534,1
0.9,H,VS2,62.9,58,Very Good,GIA,3604,8.18979962,-4.9,0.92209857,0
1.17,J,SI2,60.5,61,Very Good,GIA,3604,8.18979962,0.5,1.00826446,0
0.9,F,SI1,62.5,58,Excellent,GIA,3604,8.18979962,-4.5,0.928,2
0.9,J,IF,62.6,57,Very Good,GIA,3604,8.18979962,-5.6,0.91054313,0
0.78,F,VS1,62.9,57,Excellent,GIA,3605,8.19007705,-5.9,0.90620032,0
0.9,F,SI2,62,61,Very Good,GIA,3605,8.19007705,-1,0.98387097,0
0.9,F,SI2,62.6,58,Excellent,GIA,3605,8.19007705,-4.6,0.92651757,0
0.9,D,SI2,58.6,61,Good,GIA,3675,8.20930841,2.4,1.04095563,0
0.76,E,VS1,61.3,56,Ideal,GIA,3675,8.20930841,-5.3,0.91353997,0
0.62,D,VVS1,61.9,57,Ideal,GIA,3676,8.20958048,-4.9,0.92084006,0
0.62,D,VVS1,62.2,56,Excellent,GIA,3676,8.20958048,-6.2,0.90032154,0
1.01,I,SI2,59.6,58,Very Good,GIA,3676,8.20958048,-1.6,0.97315436,0
0.91,H,VS2,60.3,59,Very Good,GIA,3677,8.20985248,-1.3,0.97844113,2
0.91,H,VS2,61,59,Very Good,GIA,3677,8.20985248,-2,0.96721311,2
1.01,J,VS2,60.4,62,Very Good,GIA,3677,8.20985248,1.6,1.02649007,1
0.76,E,SI1,59.4,59,Very Good,GIA,3678,8.21012441,-0.4,0.99326599,1
1,I,SI2,59.6,62,Good,GIA,3679,8.21039626,2.4,1.04026846,0
1.01,J,SI1,62.7,57,Very Good,GIA,3680,8.21066803,-5.7,0.90909091,1
1.01,J,SI1,61.7,57,Ideal,GIA,3680,8.21066803,-4.7,0.92382496,1
1,K,VS1,62.4,57,Excellent,GIA,3680,8.21066803,-5.4,0.91346154,0
0.71,F,VVS1,61.7,56,Ideal,GIA,3680,8.21066803,-5.7,0.9076175,0
1,G,SI2,63.3,61,Good,GIA,3680,8.21066803,-2.3,0.96366509,0
1.17,J,SI2,62,58,Excellent,GIA,3681,8.21093973,-4,0.93548387,0
1.02,J,SI2,62.3,56,Excellent,GIA,3681,8.21093973,-6.3,0.8988764,1
1.03,I,SI2,61.4,58,Excellent,GIA,3681,8.21093973,-3.4,0.94462541,0
0.74,F,VVS1,62.2,57,Excellent,GIA,3682,8.21121136,-5.2,0.91639871,0
0.9,D,SI1,61,63,Good,GIA,3683,8.21148292,2,1.03278689,2
0.9,D,SI1,62.7,56,Very Good,GIA,3683,8.21148292,-6.7,0.89314195,0
0.9,D,SI1,63.5,57,Very Good,GIA,3683,8.21148292,-6.5,0.8976378,1
0.9,D,SI1,62.7,57,Very Good,GIA,3683,8.21148292,-5.7,0.90909091,2
0.9,D,SI1,59.4,62,Very Good,GIA,3683,8.21148292,2.6,1.04377104,0
0.7,E,VVS2,62.1,55,Excellent,GIA,3683,8.21148292,-7.1,0.88566828,1
1.04,K,VS2,61.7,57,Excellent,GIA,3751,8.22977775,-4.7,0.92382496,0
1,J,VS2,61.7,59,Very Good,GIA,3752,8.23004431,-2.7,0.95623987,0
0.9,I,VS1,62.1,57,Very Good,GIA,3752,8.23004431,-5.1,0.9178744,2
1.23,K,VS2,62.8,57,Very Good,GIA,3752,8.23004431,-5.8,0.90764331,0
0.9,E,SI2,61.9,59,Very Good,GIA,3752,8.23004431,-2.9,0.95315024,1
0.9,E,SI2,60.5,59,Very Good,GIA,3752,8.23004431,-1.5,0.97520661,0
0.9,E,SI2,62.4,57,Very Good,GIA,3752,8.23004431,-5.4,0.91346154,1
0.9,E,SI2,63,60,Very Good,GIA,3752,8.23004431,-3,0.95238095,0
0.9,E,SI2,61.6,59,Excellent,GIA,3752,8.23004431,-2.6,0.95779221,0
1.03,J,SI1,62.1,58,Very Good,GIA,3752,8.23004431,-4.1,0.93397746,1
0.9,G,SI1,61.3,56,Excellent,AGS,3753,8.2303108,-5.3,0.91353997,0
0.7,E,IF,61.8,57,Excellent,GIA,3754,8.23057722,-4.8,0.9223301,0
1.06,J,SI1,61.5,56,Ideal,GIA,3755,8.23084356,-5.5,0.91056911,0
1,G,SI2,59,60,Excellent,GIA,3755,8.23084356,1,1.01694915,0
1.01,H,SI2,62.5,57,Very Good,GIA,3756,8.23110984,-5.5,0.912,0
0.7,E,VVS1,61.3,56,Ideal,GIA,3756,8.23110984,-5.3,0.91353997,0
0.7,D,VS1,61.5,58,Excellent,GIA,3756,8.23110984,-3.5,0.94308943,0
1.04,J,SI2,62.6,59,Very Good,GIA,3756,8.23110984,-3.6,0.94249201,1
1.01,K,VVS2,62.5,57,Very Good,GIA,3757,8.23137605,-5.5,0.912,1
0.69,E,VVS1,62.7,59,Very Good,GIA,3757,8.23137605,-3.7,0.94098884,2
0.73,F,VVS1,62.5,56,Excellent,GIA,3757,8.23137605,-6.5,0.896,2
0.73,F,VVS1,62.3,56,Excellent,GIA,3757,8.23137605,-6.3,0.8988764,0
0.73,F,VVS1,61.4,57,Ideal,GIA,3757,8.23137605,-4.4,0.92833876,1
0.56,E,IF,60.6,59,Excellent,GIA,3758,8.23164218,-1.6,0.97359736,0
1.01,H,SI2,61.2,61,Good,GIA,3758,8.23164218,-0.2,0.99673203,0
1.01,G,SI2,62,61,Good,GIA,3827,8.24983649,-1,0.98387097,1
1.01,J,SI1,62.3,59,Very Good,GIA,3827,8.24983649,-3.3,0.9470305,2
0.91,F,SI1,61.8,57,Excellent,GIA,3828,8.25009775,-4.8,0.9223301,0
0.59,D,IF,63.4,55,Very Good,GIA,3828,8.25009775,-8.4,0.86750789,0
1,E,SI2,63.3,55,Very Good,GIA,3828,8.25009775,-8.3,0.86887836,2
1,E,SI2,64,60,Good,GIA,3828,8.25009775,-4,0.9375,0
1.05,H,SI2,63,59,Very Good,GIA,3829,8.25035895,-4,0.93650794,2
1.05,H,SI2,63.9,59,Very Good,GIA,3829,8.25035895,-4.9,0.92331768,0
0.91,G,SI1,60.2,56,Very Good,GIA,3829,8.25035895,-4.2,0.93023256,2
0.91,G,SI1,62.1,59,Very Good,GIA,3829,8.25035895,-3.1,0.95008052,0
1.05,I,SI2,62,58,Excellent,GIA,3829,8.25035895,-4,0.93548387,0
1.03,I,SI1,63.5,56,Very Good,GIA,3830,8.25062008,-7.5,0.88188976,0
0.95,F,SI2,60.3,60,Excellent,GIA,3830,8.25062008,-0.3,0.99502488,2
0.83,E,VS2,62.1,55,Excellent,GIA,3830,8.25062008,-7.1,0.88566828,0
0.7,E,VVS2,61.9,57,Ideal,GIA,3830,8.25062008,-4.9,0.92084006,0
0.9,G,SI1,63.5,57,Very Good,GIA,3830,8.25062008,-6.5,0.8976378,2
1.08,J,SI2,61.4,57,Excellent,GIA,3831,8.25088114,-4.4,0.92833876,0
0.91,H,SI1,62.6,58,Very Good,GIA,3832,8.25114214,-4.6,0.92651757,0
1.01,H,SI1,60.5,59,Excellent,GIA,3832,8.25114214,-1.5,0.97520661,0
1.01,H,SI1,59.5,64,Good,GIA,3832,8.25114214,4.5,1.07563025,2
1.01,I,SI2,61.8,60,Very Good,GIA,3833,8.25140307,-1.8,0.97087379,0
1.01,I,SI2,59.4,60,Very Good,GIA,3833,8.25140307,0.6,1.01010101,2
1.01,I,SI2,62.9,56,Very Good,GIA,3833,8.25140307,-6.9,0.89030207,0
1.01,I,SI2,60.9,58,Very Good,GIA,3833,8.25140307,-2.9,0.95238095,1
1.01,I,SI1,62.3,57,Excellent,GIA,3833,8.25140307,-5.3,0.91492777,0
1.01,I,SI2,61.4,57,Ideal,GIA,3903,8.26950077,-4.4,0.92833876,1
1.01,I,SI2,61.8,57,Excellent,GIA,3903,8.26950077,-4.8,0.9223301,1
1.01,I,SI2,59.7,61,Very Good,GIA,3903,8.26950077,1.3,1.02177554,0
0.91,H,VS1,63,60,Very Good,GIA,3903,8.26950077,-3,0.95238095,0
1.03,G,SI2,60.9,57,Very Good,GIA,3903,8.26950077,-3.9,0.93596059,1
1.03,J,VS1,62,59,Good,GIA,3903,8.26950077,-3,0.9516129,0
0.91,H,VS2,63.6,54,Very Good,GIA,3904,8.26975695,-9.6,0.8490566,0
0.91,F,VS2,59.1,62,Good,GIA,3904,8.26975695,2.9,1.04906937,0
0.83,E,VS1,62.7,58,Very Good,GIA,3904,8.26975695,-4.7,0.92503987,1
1,I,SI1,61.6,58,Very Good,GIA,3905,8.27001306,-3.6,0.94155844,2
0.9,I,VVS2,63.5,56,Very Good,GIA,3905,8.27001306,-7.5,0.88188976,0
0.9,D,SI1,63.5,54,Very Good,GIA,3905,8.27001306,-9.5,0.8503937,2
0.8,E,VS1,61.1,58,Very Good,GIA,3907,8.2705251,-3.1,0.9492635,2
0.82,H,VVS1,62.6,56,Excellent,GIA,3907,8.2705251,-6.6,0.89456869,0
1.18,J,SI2,63.5,58,Very Good,GIA,3907,8.2705251,-5.5,0.91338583,2
1.2,J,SI2,62.4,58,Excellent,GIA,3907,8.2705251,-4.4,0.92948718,1
0.74,E,VS1,59.9,59,Excellent,GIA,3908,8.27078101,-0.9,0.98497496,0
1.12,K,VS2,61.9,55,Excellent,AGS,3909,8.27103687,-6.9,0.88852989,0
1.03,J,SI1,60.1,61,Very Good,GIA,3909,8.27103687,0.9,1.01497504,0
1.03,J,SI1,61.7,58,Excellent,GIA,3909,8.27103687,-3.7,0.94003241,0
1.03,J,SI1,60.7,58,Excellent,GIA,3909,8.27103687,-2.7,0.95551895,0
1.03,J,SI1,60,58,Excellent,GIA,3909,8.27103687,-2,0.96666667,0
1.03,J,SI1,62.2,59,Very Good,GIA,3909,8.27103687,-3.2,0.94855305,0
1.03,J,SI1,62.7,58,Good,GIA,3909,8.27103687,-4.7,0.92503987,2
1.03,I,SI2,59.5,60,Excellent,GIA,3909,8.27103687,0.5,1.00840336,2
1.09,H,SI2,63.8,59,Very Good,GIA,3975,8.28778003,-4.8,0.92476489,2
1.09,H,SI2,61.9,59,Very Good,GIA,3975,8.28778003,-2.9,0.95315024,0
1.09,H,SI2,61.4,61,Excellent,GIA,3975,8.28778003,-0.4,0.99348534,0
0.9,G,VS2,61.3,55,Very Good,GIA,3975,8.28778003,-6.3,0.89722675,0
0.91,H,VS1,62.3,60,Very Good,GIA,3975,8.28778003,-2.3,0.96308186,1
0.91,H,VS2,62.2,60,Very Good,GIA,3975,8.28778003,-2.2,0.96463023,1
0.91,H,VS2,62.2,59,Very Good,GIA,3975,8.28778003,-3.2,0.94855305,1
1.02,E,SI2,61.7,61,Very Good,GIA,3976,8.28803157,-0.7,0.98865478,0
0.9,H,VS2,58.8,62,Very Good,GIA,3976,8.28803157,3.2,1.05442177,1
1.01,H,SI2,60.7,57,Very Good,GIA,3976,8.28803157,-3.7,0.93904448,0
1.37,K,SI2,59.7,59,Excellent,GIA,3977,8.28828305,-0.7,0.98827471,0
1.01,K,VS1,61.6,60,Very Good,GIA,3977,8.28828305,-1.6,0.97402597,0
0.76,E,VVS2,62.3,59,Very Good,GIA,3978,8.28853446,-3.3,0.9470305,0
0.95,F,SI1,63.1,57,Very Good,GIA,3979,8.28878581,-6.1,0.90332805,0
0.9,G,SI1,60.7,61,Excellent,GIA,3980,8.2890371,0.3,1.00494234,0
1.03,J,SI1,62.2,56,Excellent,GIA,3980,8.2890371,-6.2,0.90032154,0
1.03,J,SI1,62.2,58,Excellent,GIA,3980,8.2890371,-4.2,0.93247588,0
1.03,I,SI2,60.2,59,Very Good,GIA,3980,8.2890371,-1.2,0.98006645,0
0.8,H,VVS1,61.8,56,Very Good,GIA,3980,8.2890371,-5.8,0.90614887,0
0.84,G,VVS2,62.3,58,Excellent,GIA,3980,8.2890371,-4.3,0.93097913,1
0.74,E,VVS1,62.2,57,Excellent,GIA,3980,8.2890371,-5.2,0.91639871,2
0.9,G,VS2,61.1,57,Very Good,GIA,3981,8.28928832,-4.1,0.93289689,0
0.94,I,VVS2,60.6,59,Very Good,GIA,3981,8.28928832,-1.6,0.97359736,0
1.16,J,VS2,62.7,56,Very Good,GIA,3981,8.28928832,-6.7,0.89314195,0
1.03,J,SI1,61.2,59,Excellent,GIA,3981,8.28928832,-2.2,0.96405229,1
1.01,H,SI2,63.5,57,Very Good,GIA,3993,8.29229811,-6.5,0.8976378,2
0.91,I,VVS2,60.1,58,Excellent,GIA,3994,8.29254851,-2.1,0.96505824,0
1.23,K,VS2,62.7,59,Very Good,GIA,3994,8.29254851,-3.7,0.94098884,1
1.01,I,SI1,63,59,Very Good,GIA,3995,8.29279886,-4,0.93650794,0
0.7,E,VVS1,62.6,57,Excellent,GIA,3995,8.29279886,-5.6,0.91054313,2
0.91,F,SI2,61.1,55,Excellent,GIA,3995,8.29279886,-6.1,0.90016367,1
1.06,J,VS1,63.8,58,Very Good,GIA,3996,8.29304914,-5.8,0.90909091,1
1.05,G,SI2,61.1,59,Excellent,GIA,3997,8.29329936,-2.1,0.96563011,0
1.03,I,SI2,61.6,58,Excellent,GIA,3997,8.29329936,-3.6,0.94155844,0
0.95,G,SI1,62.5,57,Very Good,GIA,3997,8.29329936,-5.5,0.912,1
1.03,F,SI2,59.1,60,Very Good,GIA,3997,8.29329936,0.9,1.01522843,0
1.21,K,SI1,61.8,61,Very Good,GIA,3998,8.29354952,-0.8,0.98705502,0
0.7,D,VVS2,61.3,61,Excellent,GIA,3998,8.29354952,-0.3,0.99510604,1
0.7,D,VVS2,62.1,57,Excellent,GIA,3998,8.29354952,-5.1,0.9178744,0
1.02,I,SI2,62.1,57,Excellent,GIA,3998,8.29354952,-5.1,0.9178744,0
